title,address,latitude,longitude,price,description,features,number_beds,number_baths,images,letting_agent_name,available_from
1 bed flat to rent,"Northumberland Street, New Town, Edinburgh EH3",55.9562542,-3.2021331,"£1,450 pcm","This one bed apartment is part of a beautiful Georgian town house whose classic features combined with the modern interior make this the perfect city centre getaway!,The spacious open plan living/kitchen area is full of light. Cook dinner in the sleek state of the art kitchen with all the mod cons and eat dinner round the four seat dining table. Or why not curl up on the sofa in front of the fire to watch movies on the flat screen TV? The bedroom can be set up as a king or two singles, complete with a wall-mounted TV. Guests can also make use of the sofabed which sleeps two. There is also a brand new spacious wet room.,This apartment is perfect for couples looking for a romantic break or business clients looking for a place to stay in the city.,Sleeping arrangements,One bedroom with a zip and link bed which can either be a king or two singles and a double sofa bed.,Parking,The apartment is ideally located to access the city centre by foot or bus. Metred Parking is available Monday to Friday 8.30am to 5.30pm. Free at weekends.","Fridge Freezer,Dishwasher,Microwave,TV,No pets,Ground Floor,Freeview TV and Wifi Included,Council Tax Band - H",1 bed,,"https://lid.zoocdn.com/u/480/360/311083f41c06e0998564e44091b92b125e6eee8f.jpg:p,https://lid.zoocdn.com/u/768/576/311083f41c06e0998564e44091b92b125e6eee8f.jpg:p,https://lid.zoocdn.com/u/1024/768/311083f41c06e0998564e44091b92b125e6eee8f.jpg:p,https://lid.zoocdn.com/u/1080/810/311083f41c06e0998564e44091b92b125e6eee8f.jpg:p,https://lid.zoocdn.com/u/1200/900/311083f41c06e0998564e44091b92b125e6eee8f.jpg:p,https://lid.zoocdn.com/u/1600/1200/311083f41c06e0998564e44091b92b125e6eee8f.jpg:p,https://lid.zoocdn.com/u/2400/1800/311083f41c06e0998564e44091b92b125e6eee8f.jpg:p",Rooks Estate Agents & Lettings,Available immediately
3 bed flat to rent,"Spottiswoode Road, Edinburgh EH9",55.936318,-3.1961219,"£1,450 pcm","This generous property is spacious and light with a large welcoming hallway. The master bedroom has a double bed and gorgeous high ceilings, a splendid bay window and a fireplace providing a pleasant focal point. There is a second bedroom with twin beds, while a small box room adjoins the master bedroom with a single bed (ideal for a young child).,The bright living/dining with adjoining kitchen is a lovely space to relax. A pretty window seat looks out to the pleasant garden. Provided is Cable TV with a TiVo recorder and DVD player. In addition to being a spacious apartment, the property benefits from a well-maintained shared garden. This is a great outdoor space for children to play or for relaxing with a book on a sunny day. The bathroom has a bath with a fixed overhead shower.,Interior Layout,A spacious reception hallway.,Large master bedroom off the hallway with period features with adjoining box room with single bed.,Also leading off the hallway, is the second bedroom, the bathroom and living/dining area. The kitchen is bijou but functional and adjoins the living area, with direct access to the shared garden.,Exterior,Lovely, traditional stone built Victorian building. Private main door access with a small stone-laid front garden with direct access to the large shared garden with lawn.,Sleeping arrangements,1 double master bedroom with adjoining single bed box room, 1 twin bedroom.,Parking,Metered parking available on Spottiswoode Rd. It is usually free to park evenings and weekends.","Furnished,Fridge Freezer,Washing Machine,Dishwasher,Shared Garden,TV,No pets,Ground Floor,Freeview TV and Wifi Included,Council Tax Band - E",3 beds,,"https://lid.zoocdn.com/u/480/360/b941b89c8c413a93ecaa725749682d656a77dd60.jpg:p,https://lid.zoocdn.com/u/768/576/b941b89c8c413a93ecaa725749682d656a77dd60.jpg:p,https://lid.zoocdn.com/u/1024/768/b941b89c8c413a93ecaa725749682d656a77dd60.jpg:p,https://lid.zoocdn.com/u/1080/810/b941b89c8c413a93ecaa725749682d656a77dd60.jpg:p,https://lid.zoocdn.com/u/1200/900/b941b89c8c413a93ecaa725749682d656a77dd60.jpg:p,https://lid.zoocdn.com/u/1600/1200/b941b89c8c413a93ecaa725749682d656a77dd60.jpg:p,https://lid.zoocdn.com/u/2400/1800/b941b89c8c413a93ecaa725749682d656a77dd60.jpg:p",Rooks Estate Agents & Lettings,Available immediately
3 bed flat to rent,"Castle Terrace, Edinburgh EH1",55.9471864,-3.2024319,"£3,600 pcm","The apartment combines the classic grandeur of Edinburgh’s famed architecture with the most beautiful, carefully selected styles to create the perfect home from home.,Situated on the famous Castle Terrace, Princes Street is less than five minutes walk away, as is the Grassmarket, and you'll be at The Royal Mile in just ten minutes. A perfect location for anyone visiting Edinburgh, whether it be for business or leisure.,With three bedrooms and three bathrooms there's more than enough space for a family or group. A spacious living room with bespoke furniture and engaging art work is the perfect place to unwind after a busy day. The fully equipped kitchen comes with a large dining table and seating for up to six people.,It's the prefect apartment to enjoy some of our luxurious booking extras in - leave it to your Property Manager to organise a professional chef to cook for you, a bespoke whisky tasting evening, and relaxing pamper treatments all in the comfort of your amazing self-catering apartment. We can also organise an executive car pick up to start your holiday in style - just ask us for more information!,Exterior,Wonderful views of the castle; towering over the city by day, framed by sunsets in the evening, and flooded with beautiful coloured lights by night!,Sleeping arrangements,Master bedroom with super king sized bed and en-suite, second bedroom with king sized bed and en-suite bathroom, third bedroom with king sized bed which can be set up as two singles.,Limited mobility access,The apartment is on the second floor and there is no lift.,Parking,Metered parking bays on Castle Terrace. Free between 6.30 p.m and 8.30 a.m. (7a.m Saturdays) There is an ncp car park across the road from the apartment. The apartment is extremely well placed for exploring the city without a car; everything is within an easy 5 minute walk. Also, within walking distance of the Airport Shuttle Bus drop off point, Haymarket, & Waverley st. Information correct at time of writing.","Furnished,Dishwasher,Microwave,Washer Dryer,Digital TV Service,No pets,2nd Floor,Freeview TV and Wifi Included,Council Tax Band - E",3 beds,,"https://lid.zoocdn.com/u/480/360/53aaaa038637425e6383fe651c15a9e10ce2d2d7.jpg:p,https://lid.zoocdn.com/u/768/576/53aaaa038637425e6383fe651c15a9e10ce2d2d7.jpg:p,https://lid.zoocdn.com/u/1024/768/53aaaa038637425e6383fe651c15a9e10ce2d2d7.jpg:p,https://lid.zoocdn.com/u/1080/810/53aaaa038637425e6383fe651c15a9e10ce2d2d7.jpg:p,https://lid.zoocdn.com/u/1200/900/53aaaa038637425e6383fe651c15a9e10ce2d2d7.jpg:p,https://lid.zoocdn.com/u/1600/1200/53aaaa038637425e6383fe651c15a9e10ce2d2d7.jpg:p,https://lid.zoocdn.com/u/2400/1800/53aaaa038637425e6383fe651c15a9e10ce2d2d7.jpg:p",Rooks Estate Agents & Lettings,Available immediately
2 bed cottage to rent,"Dalkeith Road, Edinburgh EH16",55.9306331,-3.162743,"£1,400 pcm","Offering guests a great opportunity to stay in a traditional cottage with private back terrace, yet still be close to the city centre (walkable or only 10 minutes by bus or taxi).,The front door leads into the entrance hall. To the right are the two bedrooms each with a double bed. Both bedrooms have their own character and design touches. The crisp white bathroom with shower over the bath, sandstone coloured tiles and smart vanity units is a lovely space to get ready for the day ahead.,The cozy living room has French doors leading out to the private terrace. A perfect room to spend time in, relaxing after a busy day. On a nice day, the terrace offers an additional space to enjoy a coffee or glass of wine.,There is a separate dining area with smart modern kitchen adjacent. Featuring sophisticated white units, combining country kitchen living with city chic.,The whole cottage has truly inspiring design touches, with Philip Stark chairs in the dining room and a great mix of lovely antique furniture and modern style.,We are delighted to welcome a well behaved dog to The Family Retreat @ Arthur's Seat: £30 per booking.,Exterior,A gorgeous period detached cottage with private back terrace.,Sleeping arrangements,Two double bedrooms.,Parking,Parking is on street metered between 8.30 and 5.30pm. It is usually free on Saturday, Sunday and evenings.,The cottage is well serviced by buses into the city centre, only a 10 minute ride. There is a bus stop just outside the cottage.","Furnished,Fridge Freezer,Washing Machine,Dishwasher,Microwave,Private Garden,TV,Pet Friendly,Ground Floor,Freeview TV and Wifi Included,Council Tax Band - E",2 beds,,"https://lid.zoocdn.com/u/480/360/88d47fbfc498b8d28d2caf346d35d786042278cf.jpg:p,https://lid.zoocdn.com/u/768/576/88d47fbfc498b8d28d2caf346d35d786042278cf.jpg:p,https://lid.zoocdn.com/u/1024/768/88d47fbfc498b8d28d2caf346d35d786042278cf.jpg:p,https://lid.zoocdn.com/u/1080/810/88d47fbfc498b8d28d2caf346d35d786042278cf.jpg:p,https://lid.zoocdn.com/u/1200/900/88d47fbfc498b8d28d2caf346d35d786042278cf.jpg:p,https://lid.zoocdn.com/u/1600/1200/88d47fbfc498b8d28d2caf346d35d786042278cf.jpg:p,https://lid.zoocdn.com/u/2400/1800/88d47fbfc498b8d28d2caf346d35d786042278cf.jpg:p",Rooks Estate Agents & Lettings,Available immediately
3 bed flat to rent,"George Street, New Town, Edinburgh EH2",55.9520922,-3.2063003,"£2,800 pcm","*short term/corporate let* Executive three bedroom duplex flat in an enviable high up position on George Street in Edinburghs` New Town with stunning views over George Street and to The Firth of Forth.,Internally the apartment is spread over two levels and features a spacious hall with storage, kitchen with appliances, storage and dining for six, large living room with enviable views out to sea and comfortable furniture, three double bedrooms, one with en-suite and a small workspace, a further small bedroom which could be used as a study and a luxury bathroom with shower over bath.,Situated in the heart of Edinburgh`s City Centre the property boasts a plethora of local amenities including various bars, cafes and restaurants. Furthermore there are endless shopping opportunities offered on both George Street and Princes Street as well as nearby Multrees Walk offering high end retailers such as Harvey Nichols, Mulberry and Kurt Geiger. Transport links out of town are also on hand with Edinburgh`s Waverley Train Station only a two minute walk away, and the nearby the tram stop on York Place offering access to both Haymarket train Station and Edinburgh Airport. Viewing highly recommended! Landlord Registration no: Pending. EPC Rating: Pending.",Furnished,3 beds,,"https://lid.zoocdn.com/u/480/360/90a27b9b7043ef3bb29c19eaea632d743f857848.jpg:p,https://lid.zoocdn.com/u/768/576/90a27b9b7043ef3bb29c19eaea632d743f857848.jpg:p,https://lid.zoocdn.com/u/1024/768/90a27b9b7043ef3bb29c19eaea632d743f857848.jpg:p,https://lid.zoocdn.com/u/1080/810/90a27b9b7043ef3bb29c19eaea632d743f857848.jpg:p,https://lid.zoocdn.com/u/1200/900/90a27b9b7043ef3bb29c19eaea632d743f857848.jpg:p,https://lid.zoocdn.com/u/1600/1200/90a27b9b7043ef3bb29c19eaea632d743f857848.jpg:p,https://lid.zoocdn.com/u/2400/1800/90a27b9b7043ef3bb29c19eaea632d743f857848.jpg:p",Ben Property Management Ltd,Available immediately
1 bed flat to rent,"Lothian Road, Edinburgh EH3",55.9463177,-3.2055331,"£3,000 pcm","Festival let. Immaculately presented, large one double bedroom flat in the enviably central location of Lothian Road. Fully furnished, the property is spacious and surprisingly peaceful for its location.,Internally the accommodation comprises a large and spacious hall with good storage space, a living room which is west-facing and has comfortable furniture, a large double bedroom with good storage space, a modern dining kitchen, fully fitted with quality units and appliances integrated and a modern tiled shower room. The property further benefits from beautiful sanded wooden floor boards, fresh neutral decoration, electric heating and underfloor heating in the shower room. Please note that some of the furnishings in the marketing photographs belong to the landlord.,Located in the very heart of the city centre, Lothian Road could hardly be more central or convenient, with all the Edinburgh Festival Fringe has to offer on the doorstop. George Street and Princes Street are a short walk away and offer a wide array of shops, boutiques, bars and restaurants. Transport is widely accessible via nearby bus stops which offer transport to all other areas of the city and the tram stop is a short walk too which gives access to Murrayfield and Edinburgh International Airport. Also nearby are Haymarket and Waverly train stations. The Dean Gallery and the Scottish National Gallery of Modern Art are a short walk away, as are The Usher hall, Traverse and Lyceum Theatres, the Edinburgh Filmhouse and Odeon Cinema. Other leisure facilities including The Sheraton One Spa and the historic Drumsheugh baths are close at hand.",Furnished,1 bed,,"https://lid.zoocdn.com/u/480/360/d23c0400eab3337e204453d857dbd5b43230808f.jpg:p,https://lid.zoocdn.com/u/768/576/d23c0400eab3337e204453d857dbd5b43230808f.jpg:p,https://lid.zoocdn.com/u/1024/768/d23c0400eab3337e204453d857dbd5b43230808f.jpg:p,https://lid.zoocdn.com/u/1080/810/d23c0400eab3337e204453d857dbd5b43230808f.jpg:p,https://lid.zoocdn.com/u/1200/900/d23c0400eab3337e204453d857dbd5b43230808f.jpg:p,https://lid.zoocdn.com/u/1600/1200/d23c0400eab3337e204453d857dbd5b43230808f.jpg:p,https://lid.zoocdn.com/u/2400/1800/d23c0400eab3337e204453d857dbd5b43230808f.jpg:p",Ben Property Management Ltd,Available immediately
Parking/garage to rent,"St. Vincent Place, Edinburgh EH3",,,£290 pcm,"Secure underground car parking spaces available.,The spaces are located underneath the St Vincent Place development in the New Town and are in a fantastic location. Only a 5-10 minute walk is needed to get to the City Centre and Stockbridge.,Deposit: £290",Unfurnished,,,"https://lid.zoocdn.com/u/480/360/1ce437fd2a05ed0b9f1d02e6019ea359ef64ea19.jpg:p,https://lid.zoocdn.com/u/768/576/1ce437fd2a05ed0b9f1d02e6019ea359ef64ea19.jpg:p,https://lid.zoocdn.com/u/1024/768/1ce437fd2a05ed0b9f1d02e6019ea359ef64ea19.jpg:p,https://lid.zoocdn.com/u/1080/810/1ce437fd2a05ed0b9f1d02e6019ea359ef64ea19.jpg:p,https://lid.zoocdn.com/u/1200/900/1ce437fd2a05ed0b9f1d02e6019ea359ef64ea19.jpg:p,https://lid.zoocdn.com/u/1600/1200/1ce437fd2a05ed0b9f1d02e6019ea359ef64ea19.jpg:p,https://lid.zoocdn.com/u/2400/1800/1ce437fd2a05ed0b9f1d02e6019ea359ef64ea19.jpg:p",Murray & Currie Property,Available immediately
3 bed flat to rent,"Roseburn Maltings, Roseburn, Edinburgh EH12",,,"£1,525 pcm","Available now â€“ Suitable for a family, not HMO Licensed. Excellent spacious ground floor flat in a quality modern development situated within walking distance of the West End. The unfurnished accommodation which is supplied by gas c/h as well as double glazing comprises generous lounge/diningroom with door to balcony, dining/kitchen, master bedroom with en suite shower room, 2 further bedrooms (all with f/w/robes) and bathroom with hand held shower. There is private allocated parking and landscaped garden grounds. Nearby tram stop and local shopping are also available. Council Tax band F. EPC rating: C. Landlord Registration Number: 39510/230/23000. Letting Agent Registration Number: 1907018.,Deposit: £1,625","Unfurnished,Central Heating,Shower,Double Glazing,No Smoking,No pets,En-suite",3 beds,2 baths,"https://lid.zoocdn.com/u/480/360/f5eca93fb9102514ec6b242da6e9d0388547eeff.jpg:p,https://lid.zoocdn.com/u/768/576/f5eca93fb9102514ec6b242da6e9d0388547eeff.jpg:p,https://lid.zoocdn.com/u/1024/768/f5eca93fb9102514ec6b242da6e9d0388547eeff.jpg:p,https://lid.zoocdn.com/u/1080/810/f5eca93fb9102514ec6b242da6e9d0388547eeff.jpg:p,https://lid.zoocdn.com/u/1200/900/f5eca93fb9102514ec6b242da6e9d0388547eeff.jpg:p,https://lid.zoocdn.com/u/1600/1200/f5eca93fb9102514ec6b242da6e9d0388547eeff.jpg:p,https://lid.zoocdn.com/u/2400/1800/f5eca93fb9102514ec6b242da6e9d0388547eeff.jpg:p",Dove Davies & Partners,Available immediately
3 bed flat to rent,"Argyle Park Terrace, Edinburgh EH9",,,"£2,000 pcm","Short term let - Spacious and well-presented three bedroom ground floor flat situated in the Marchmont area of Edinburgh. Centrally located within a short distance of Princes Street, this property is in close proximity to the main Fringe venues, including the Pleasance, George Square, Gilded Balloon and Underbelly to name only a few.,Internally, the accommodation comprises three good-sized double bedrooms, stylish bathroom with shower cubicle, well-equipped kitchen with modern appliances and a spacious lounge with television and comfortable furniture. Property also benefits from gas central heating, on-street permit parking, broadband and access to a shared garden.,The area of Marchmont is a most desirable residential district, situated on the south fringe of the Meadows. Newington is nearby and offers an abundance of amenities, including a variety of supermarkets, specialist shops, restaurants and bars, banking, building society and Post office services. There are also local supermarkets, restaurants and bars within two minute`s walk of the property.",Furnished,3 beds,,"https://lid.zoocdn.com/u/480/360/2ff843c3db9e2dbbf28973abf9198dfce355062a.jpg:p,https://lid.zoocdn.com/u/768/576/2ff843c3db9e2dbbf28973abf9198dfce355062a.jpg:p,https://lid.zoocdn.com/u/1024/768/2ff843c3db9e2dbbf28973abf9198dfce355062a.jpg:p,https://lid.zoocdn.com/u/1080/810/2ff843c3db9e2dbbf28973abf9198dfce355062a.jpg:p,https://lid.zoocdn.com/u/1200/900/2ff843c3db9e2dbbf28973abf9198dfce355062a.jpg:p,https://lid.zoocdn.com/u/1600/1200/2ff843c3db9e2dbbf28973abf9198dfce355062a.jpg:p,https://lid.zoocdn.com/u/2400/1800/2ff843c3db9e2dbbf28973abf9198dfce355062a.jpg:p",Ben Property Management Ltd,Available immediately
3 bed flat to rent,"Caledonian Crescent, Dalry, Edinburgh EH11",,,"£1,500 pcm","Well presented 3 bedroom HMO Flat located within a modern development set around a landscaped courtyard. The flat enjoys a very convenient setting being only minutes walk from Haymarket Train Station/Tram Networks and is well within easy walking distance reach of the city centre. Residents have access to use a swimming pool and well equipped gym. The property comprises; hallway, 3 double bedrooms, modern fitted kitchen with breakfast bar area and good size lounge. There is double glazing, electric heating, secure entry phone system and an allocated parking bay with secure remote controlled entry. Residents gym, sauna and swimming pool. All common area's are factored. Property is available fully furnished. EPC rating: D. Landlord Registration Number: 73249/230/22160. Letting Agent Registration Number: LARN1901032.,Deposit: £1,600","Furnished,Fridge Freezer,Shower,No Smoking,No pets,Secure Entry",3 beds,1 bath,"https://lid.zoocdn.com/u/480/360/43e5819e6804bcf42deaf4127b057f0843cc5ec6.jpg:p,https://lid.zoocdn.com/u/768/576/43e5819e6804bcf42deaf4127b057f0843cc5ec6.jpg:p,https://lid.zoocdn.com/u/1024/768/43e5819e6804bcf42deaf4127b057f0843cc5ec6.jpg:p,https://lid.zoocdn.com/u/1080/810/43e5819e6804bcf42deaf4127b057f0843cc5ec6.jpg:p,https://lid.zoocdn.com/u/1200/900/43e5819e6804bcf42deaf4127b057f0843cc5ec6.jpg:p,https://lid.zoocdn.com/u/1600/1200/43e5819e6804bcf42deaf4127b057f0843cc5ec6.jpg:p,https://lid.zoocdn.com/u/2400/1800/43e5819e6804bcf42deaf4127b057f0843cc5ec6.jpg:p",Smart Property,Available immediately
3 bed flat to rent,"Argyle Park Terrace, Edinburgh EH9",,,"£2,000 pcm","Short term let - July 2019. Spacious and well-presented three bedroom ground floor flat situated in the Marchmont area of Edinburgh. Centrally located within a short distance of Princes Street, this property is in close proximity to the main Fringe venues, including the Pleasance, George Square, Gilded Balloon and Underbelly to name only a few.,Internally, the accommodation comprises three good-sized double bedrooms, charming family bathroom as well as an additional shower room, well-equipped kitchen with modern appliances and a spacious lounge with television and comfortable furniture. Property also benefits from gas central heating, on-street permit parking, broadband and access to a shared garden.,The area of Marchmont is a most desirable residential district, situated on the south fringe of the Meadows. Newington is nearby and offers an abundance of amenities, including a variety of supermarkets, specialist shops, restaurants and bars, banking, building society and Post office services. There are also local supermarkets, restaurants and bars within two minute`s walk of the property.,Ben Property Management Limited is a regulated agent, registration number LARN1809028.",Furnished,3 beds,,"https://lid.zoocdn.com/u/480/360/958d427770da008cdd766451f785717ebc46d71a.jpg:p,https://lid.zoocdn.com/u/768/576/958d427770da008cdd766451f785717ebc46d71a.jpg:p,https://lid.zoocdn.com/u/1024/768/958d427770da008cdd766451f785717ebc46d71a.jpg:p,https://lid.zoocdn.com/u/1080/810/958d427770da008cdd766451f785717ebc46d71a.jpg:p,https://lid.zoocdn.com/u/1200/900/958d427770da008cdd766451f785717ebc46d71a.jpg:p,https://lid.zoocdn.com/u/1600/1200/958d427770da008cdd766451f785717ebc46d71a.jpg:p,https://lid.zoocdn.com/u/2400/1800/958d427770da008cdd766451f785717ebc46d71a.jpg:p",Ben Property Management Ltd,Available immediately
6 bed detached house to rent,"Lauriston Farm Road, Edinburgh EH4",,,"£6,750 pcm","This totally unique stone-built period detached family home, is set in a beautiful location close to the popular Cramond/Barnton area boasting Lauriston Castle as its neighbour. The property has been extensively renovated and extended to exacting standards. It is an exceptional and substantial property set in peaceful surroundings with prime unrestricted views of the Firth of Forth and Cramond island. A long winding private driveway leads you through electric gates to this exclusive retreat.,Internally this family home has been subject to a painstaking and extensive refurbishment program utilising the services of an award winning design team. The property comprises of a spacious hall, large principle drawing room with marble fireplace with log burning stove and french doors to a patio area, expansive open-plan kitchen which has been extended impressively to include living area with fireplace, cutting edge German kitchen with twin islands and top of the range appliances, a separate utility room with back door. 2 sets of large slding doors open onto a large suntrap patio. A bespoke staircase leads you to an amazing glass balustraded mezzanine lounge which makes the most of the unrestricted views of Cramond island. A private rear balcony is accessed off this mezzanine.,The ground floor also hosts two large double bedrooms, impressive shower room and a formal study. The whole house has a lovely sense of thoroughfare enhanced with 2 staircases that lead you to the upper level where there is a master bedroom with large en-suite with stunning bath and twin sinks and a separate expansive walk-in wardrobe. There are a further 3 double bedrooms, one with ensuite and another large bathroom. There is copious storage with flooded attic accessed by a ramsay ladder and a CCTV cupboard off the hall landing.,The house benefits from having been extensively renovated with a keen attention to detail, gas central heating, underfloor heating in the extension, large garden and impressive 200m driveway accessed through electric gates.,Situated to the north of Edinburgh, Cramond/Barnton is within easy reach of all the amenities and attractions of the City Centre. The area is well served by a range of local amenities in nearby Davidson`s Mains; more extensive shopping facilities can be found at nearby Craigleith Retail Park. Davidson`s Mains Primary School and The Royal High School are both highly regarded state schools, and a range of private schooling also available nearby. Exclusive Cargilfield Preparatory School is minutes away whilst Stewarts Melville, Mary Erskine, St Georges and a whole host of other schools are also a close drive away. Crammond/Barnton is ideally located for quick and easy access to the M8/M9 motorway networks and the Forth Road Bridge, Edinburgh International Airport and is also well served by public transport.,Landlord registration: Pending.,EPC: C,Ben Property Management Limited is a regulated agent, registration number LARN1809028.",Part furnished,6 beds,,"https://lid.zoocdn.com/u/480/360/b3a1e31b915a1182c1ceea6974ae96e40d9bc6f9.jpg:p,https://lid.zoocdn.com/u/768/576/b3a1e31b915a1182c1ceea6974ae96e40d9bc6f9.jpg:p,https://lid.zoocdn.com/u/1024/768/b3a1e31b915a1182c1ceea6974ae96e40d9bc6f9.jpg:p,https://lid.zoocdn.com/u/1080/810/b3a1e31b915a1182c1ceea6974ae96e40d9bc6f9.jpg:p,https://lid.zoocdn.com/u/1200/900/b3a1e31b915a1182c1ceea6974ae96e40d9bc6f9.jpg:p,https://lid.zoocdn.com/u/1600/1200/b3a1e31b915a1182c1ceea6974ae96e40d9bc6f9.jpg:p,https://lid.zoocdn.com/u/2400/1800/b3a1e31b915a1182c1ceea6974ae96e40d9bc6f9.jpg:p",Ben Property Management Ltd,Available immediately
Room to rent,"Leith Walk, Edinburgh EH6",55.9702561,-3.1718574,£545 pcm,"Ref: 0818L: Leith walk,double room: Flat share located within a six-bedroom flat, halfway down Leith Walk. It is only a fifteen-minute walk to the City Centre with excellent bus routes available from the doorstep to all over the City. The local area is a hive of activity with a variety of local bars, cafes, supermarkets, boutiques and a library only a five-minute walk away. It can accept student or professional renters, but unfortunately is not suitable for couples.,The 3rd (top) floor flat features bright, neutral décor. It is available furnished and comprises:,~double bedroom with carpeted flooring, ample desk space and excellent storage space,~Communal lounge area with leather sofas and large bright window,~Large, modern kitchen/diner area with selection of appliances and good storage,~Second downstairs kitchen area,~Downstairs shower room with stylish suite and tiled splashback,~Further bathroom located on upper level with shower over bath,~5x Other bedrooms – all let separately,~Entrance hallway and upper landing,~Communal rear garden,~Street parking nearby,~Double glazing,~Gas heating,~Secure entry,~WiFi included,~All other bills included,~Sorry, no pets,~EPC rating: C,~Landlord registration: 350757/230/10271,~LARN1806025,*Not suitable for couples,Available: Now (Room 3),Rent: £545pcm,Deposit: £545,Please note the photographs shown within this advertisement may have been taken whilst a tenancy was active in the property and as a result you should not rely only on these as an accurate representation of furnishings and items included in the agreement. A full list of which items are included in the property is available upon request from our office, based on a previous tenancy. A viewing is therefore required in order to ensure you have an accurate understanding and knowledge of the condition and contents of the property,Property Reference:,0818L edi lw","Furnished,Fridge Freezer,Washing Machine,Central Heating,Shared Garden,Shower,Broadband,All White Goods,No Smoking,No pets,3rd Floor,Bills Included,Public Transport Links,Secure Entry,EPC Rating - C,Gas CH",1 bed,2 baths,"https://lid.zoocdn.com/u/480/360/0dc6abda3a33de6a015896759138ce6a60232b49.jpg:p,https://lid.zoocdn.com/u/768/576/0dc6abda3a33de6a015896759138ce6a60232b49.jpg:p,https://lid.zoocdn.com/u/1024/768/0dc6abda3a33de6a015896759138ce6a60232b49.jpg:p,https://lid.zoocdn.com/u/1080/810/0dc6abda3a33de6a015896759138ce6a60232b49.jpg:p,https://lid.zoocdn.com/u/1200/900/0dc6abda3a33de6a015896759138ce6a60232b49.jpg:p,https://lid.zoocdn.com/u/1600/1200/0dc6abda3a33de6a015896759138ce6a60232b49.jpg:p,https://lid.zoocdn.com/u/2400/1800/0dc6abda3a33de6a015896759138ce6a60232b49.jpg:p",Southside Property Management,Available immediately
2 bed flat to rent,"Gyle Park Gardens, Gyle, Edinburgh EH12",55.940209,-3.3081551,£800 pcm,"The accommodation comprises of living room, kitchen, two double bedrooms, bathroom with shower. Fresh neutral decor and well furnished throughout. Private garden areas to front and rear of property. Sorry, strictly no children and no pets. Available from the 8th of December. Please call for further information or to arrange a covid safe viewing. EPC rating: C. Landlord Registration Number: 461079/230/08591. Letting Agent Registration Number: LARN1812022.,Deposit: £900","Furnished,Central Heating,Shower,Double Glazing,No Smoking,No pets,On Street Parking",2 beds,1 bath,"https://lid.zoocdn.com/u/480/360/d4b012ab19ba02fa0821157b48815ec3f01a0981.jpg:p,https://lid.zoocdn.com/u/768/576/d4b012ab19ba02fa0821157b48815ec3f01a0981.jpg:p,https://lid.zoocdn.com/u/1024/768/d4b012ab19ba02fa0821157b48815ec3f01a0981.jpg:p,https://lid.zoocdn.com/u/1080/810/d4b012ab19ba02fa0821157b48815ec3f01a0981.jpg:p,https://lid.zoocdn.com/u/1200/900/d4b012ab19ba02fa0821157b48815ec3f01a0981.jpg:p,https://lid.zoocdn.com/u/1600/1200/d4b012ab19ba02fa0821157b48815ec3f01a0981.jpg:p,https://lid.zoocdn.com/u/2400/1800/d4b012ab19ba02fa0821157b48815ec3f01a0981.jpg:p",The Edinburgh Letting Company,Available immediately
1 bed flat to rent,"Queen Street, Edinburgh EH2",55.9548055,-3.1983916,"£3,902 pcm","Homelike is an online booking platform for furnished apartments for short to long stays. All bills and utilities are , , for most properties as our booking process is 100% online. When inquiring about a property, please quote the property reference number above.,These one-bedroom apartments are individually decorated. The living area features a fully equipped kitchen, which is separated from the bedroom.,There is a sofa bed in the living area, which is suitable for accommodating families. The apartment features a private bathroom too.,Energy pass,Energy pass not available, yet / In application process,Tenants use our platform to avoid apartment viewing queues and to book desired flat within minutes. After you request more details, we will send you booking instructions by email.,Edinburgh’s New Town. It’s a real gem of a place, with cobbled streets, Grecian pillars, sandstone façades and formal squares. It’s a unesco World Heritage Site. This apartment is located on Queen Street, just a quick cab ride or leisurely stroll from both Haymarket and Waverley Stations. Here you’re less than five minutes’ walk from Princes Street for shopping, ten minutes from Edinburgh Farmer’s Market to stock up your kitchen and 12 minutes from The Scottish National Gallery and The Royal Scottish Academy.","Furnished,Flatscreen TV,Hair dryer,Heating,Towels and bed linens,Additional bed,Air conditioning,Iron,Dryer,Toiletries,Washing machine,Cooking utensils,Dishwasher,Oven,Microwave,Fridge,Internet,Working desk,Safe,Capsule coffee machine,Concierge,Cleaning,Cleaning,Towel & linen service",1 bed,1 bath,"https://lid.zoocdn.com/u/480/360/c7354bd2bad343fe251713de5449f6eb8d2917be.jpg:p,https://lid.zoocdn.com/u/768/576/c7354bd2bad343fe251713de5449f6eb8d2917be.jpg:p,https://lid.zoocdn.com/u/1024/768/c7354bd2bad343fe251713de5449f6eb8d2917be.jpg:p,https://lid.zoocdn.com/u/1080/810/c7354bd2bad343fe251713de5449f6eb8d2917be.jpg:p,https://lid.zoocdn.com/u/1200/900/c7354bd2bad343fe251713de5449f6eb8d2917be.jpg:p,https://lid.zoocdn.com/u/1600/1200/c7354bd2bad343fe251713de5449f6eb8d2917be.jpg:p,https://lid.zoocdn.com/u/2400/1800/c7354bd2bad343fe251713de5449f6eb8d2917be.jpg:p",Homelike Internet GmbH,Available from 19 December 2021
